log_id,created_at,user_id,vip_level,char_name,rarity,origin,destination,status,gross_revenue,dispatch_cost,net_profit,time_hours,profit_per_hour,is_red_card
L03735,2026-04-02 02:00:00,U0076,4,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L03736,2026-04-20 22:00:00,U0004,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03737,2026-04-18 23:00:00,U0023,0,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03738,2026-04-13 20:00:00,U0071,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03739,2026-04-25 08:00:00,U0045,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03740,2026-04-01 17:00:00,U0068,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03741,2026-04-19 06:00:00,U0086,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03742,2026-04-10 17:00:00,U0055,2,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03743,2026-04-18 06:00:00,U0049,0,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03744,2026-04-09 15:00:00,U0095,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03745,2026-04-17 00:00:00,U0001,0,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03746,2026-04-25 22:00:00,U0089,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03747,2026-04-27 06:00:00,U0002,2,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03748,2026-04-14 13:00:00,U0076,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03749,2026-04-11 17:00:00,U0066,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03750,2026-04-08 17:00:00,U0004,4,Blacksmith,Blue,Fishing Village,Capital,Failed,0,100,-100,2,0.0,False
L03751,2026-04-12 00:00:00,U0002,2,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03752,2026-04-08 11:00:00,U0040,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03753,2026-04-06 01:00:00,U0015,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03754,2026-04-26 06:00:00,U0067,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03755,2026-04-25 13:00:00,U0006,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03756,2026-04-15 20:00:00,U0019,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03757,2026-04-13 05:00:00,U0058,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03758,2026-04-06 22:00:00,U0098,2,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L03759,2026-04-02 23:00:00,U0042,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03760,2026-04-24 15:00:00,U0014,4,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L03761,2026-04-21 11:00:00,U0051,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03762,2026-04-07 02:00:00,U0078,4,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L03763,2026-04-25 22:00:00,U0062,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03764,2026-04-11 02:00:00,U0029,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03765,2026-04-20 09:00:00,U0010,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03766,2026-04-10 10:00:00,U0092,1,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03767,2026-04-08 09:00:00,U0003,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03768,2026-04-30 21:00:00,U0064,3,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03769,2026-04-28 15:00:00,U0035,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03770,2026-04-13 02:00:00,U0070,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03771,2026-04-08 17:00:00,U0061,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03772,2026-04-17 08:00:00,U0080,1,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03773,2026-04-06 14:00:00,U0008,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03774,2026-04-09 17:00:00,U0055,2,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03775,2026-04-29 01:00:00,U0057,3,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03776,2026-04-05 17:00:00,U0054,5,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03777,2026-04-21 11:00:00,U0077,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03778,2026-04-14 08:00:00,U0100,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03779,2026-04-09 23:00:00,U0072,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03780,2026-04-21 05:00:00,U0007,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03781,2026-04-22 19:00:00,U0083,4,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L03782,2026-04-19 00:00:00,U0067,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03783,2026-04-09 19:00:00,U0023,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03784,2026-04-11 21:00:00,U0095,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03785,2026-04-06 00:00:00,U0013,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03786,2026-04-04 22:00:00,U0021,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03787,2026-04-23 17:00:00,U0047,0,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03788,2026-04-06 10:00:00,U0061,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03789,2026-04-06 09:00:00,U0026,4,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03790,2026-04-04 10:00:00,U0073,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03791,2026-04-30 19:00:00,U0064,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03792,2026-04-02 06:00:00,U0014,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03793,2026-04-12 12:00:00,U0072,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03794,2026-04-12 09:00:00,U0086,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03795,2026-04-28 17:00:00,U0041,1,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03796,2026-04-12 20:00:00,U0078,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03797,2026-04-16 07:00:00,U0033,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03798,2026-04-17 21:00:00,U0057,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03799,2026-04-12 16:00:00,U0095,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03800,2026-04-29 01:00:00,U0044,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03801,2026-04-06 23:00:00,U0035,4,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03802,2026-04-09 02:00:00,U0052,2,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03803,2026-04-23 16:00:00,U0092,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03804,2026-04-08 23:00:00,U0092,1,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L03805,2026-04-17 01:00:00,U0045,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03806,2026-04-04 08:00:00,U0049,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03807,2026-04-19 20:00:00,U0100,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03808,2026-04-27 11:00:00,U0095,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03809,2026-04-21 07:00:00,U0022,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03810,2026-04-13 13:00:00,U0016,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03811,2026-04-23 10:00:00,U0094,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03812,2026-04-09 10:00:00,U0046,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03813,2026-04-07 16:00:00,U0060,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03814,2026-04-05 08:00:00,U0033,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03815,2026-04-22 12:00:00,U0089,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03816,2026-04-23 05:00:00,U0021,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03817,2026-04-03 19:00:00,U0049,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03818,2026-04-12 14:00:00,U0079,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03819,2026-04-15 02:00:00,U0010,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03820,2026-04-02 19:00:00,U0079,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03821,2026-04-23 15:00:00,U0023,0,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L03822,2026-04-28 09:00:00,U0021,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03823,2026-04-16 14:00:00,U0057,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03824,2026-04-30 09:00:00,U0064,3,Blacksmith,Blue,Fishing Village,Capital,Failed,0,100,-100,2,0.0,False
L03825,2026-04-16 02:00:00,U0072,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03826,2026-04-10 19:00:00,U0004,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03827,2026-04-26 22:00:00,U0086,1,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03828,2026-04-28 07:00:00,U0009,4,Trader,Purple,Fishing Village,Capital,Failed,0,200,-200,2,0.0,False
L03829,2026-04-05 00:00:00,U0037,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03830,2026-04-23 12:00:00,U0067,3,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L03831,2026-04-08 21:00:00,U0041,1,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03832,2026-04-23 16:00:00,U0090,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03833,2026-04-03 21:00:00,U0047,0,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03834,2026-04-16 03:00:00,U0077,5,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03835,2026-04-11 05:00:00,U0001,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03836,2026-04-04 19:00:00,U0028,3,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03837,2026-04-19 14:00:00,U0044,2,Nyx,Gold,Fishing Village,Capital,Failed,0,300,-300,2,0.0,False
L03838,2026-04-13 08:00:00,U0070,3,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03839,2026-04-13 01:00:00,U0044,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03840,2026-04-08 13:00:00,U0076,4,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03841,2026-04-02 15:00:00,U0009,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03842,2026-04-18 06:00:00,U0045,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03843,2026-04-06 20:00:00,U0091,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03844,2026-04-28 15:00:00,U0099,1,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03845,2026-04-16 15:00:00,U0050,0,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L03846,2026-04-04 02:00:00,U0059,0,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L03847,2026-04-11 07:00:00,U0014,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03848,2026-04-20 09:00:00,U0090,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03849,2026-04-01 04:00:00,U0059,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03850,2026-04-05 22:00:00,U0003,1,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03851,2026-04-02 13:00:00,U0079,4,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L03852,2026-04-16 16:00:00,U0046,2,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03853,2026-04-02 08:00:00,U0051,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03854,2026-04-15 07:00:00,U0063,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03855,2026-04-21 17:00:00,U0077,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03856,2026-04-28 11:00:00,U0012,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03857,2026-04-07 13:00:00,U0052,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03858,2026-04-13 16:00:00,U0096,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03859,2026-04-02 08:00:00,U0060,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03860,2026-04-15 12:00:00,U0004,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03861,2026-04-14 22:00:00,U0033,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03862,2026-04-25 22:00:00,U0081,0,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03863,2026-04-09 08:00:00,U0026,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03864,2026-04-24 19:00:00,U0078,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03865,2026-04-18 22:00:00,U0057,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03866,2026-04-12 15:00:00,U0043,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03867,2026-04-12 19:00:00,U0048,3,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03868,2026-04-30 08:00:00,U0051,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03869,2026-04-04 21:00:00,U0065,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03870,2026-04-03 08:00:00,U0026,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03871,2026-04-28 08:00:00,U0076,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03872,2026-04-24 03:00:00,U0066,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03873,2026-04-03 00:00:00,U0073,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03874,2026-04-13 02:00:00,U0042,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03875,2026-04-07 17:00:00,U0026,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03876,2026-04-21 12:00:00,U0087,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03877,2026-04-24 17:00:00,U0066,2,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03878,2026-04-16 22:00:00,U0060,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03879,2026-04-20 22:00:00,U0091,5,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03880,2026-04-03 03:00:00,U0067,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03881,2026-04-29 00:00:00,U0002,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03882,2026-04-26 08:00:00,U0024,1,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03883,2026-04-08 21:00:00,U0049,0,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03884,2026-04-09 21:00:00,U0002,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03885,2026-04-29 05:00:00,U0062,2,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L03886,2026-04-11 21:00:00,U0034,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03887,2026-04-16 22:00:00,U0089,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03888,2026-04-14 19:00:00,U0023,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03889,2026-04-25 14:00:00,U0042,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03890,2026-04-11 10:00:00,U0074,4,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03891,2026-04-21 21:00:00,U0069,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03892,2026-04-05 23:00:00,U0008,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03893,2026-04-11 09:00:00,U0013,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03894,2026-04-08 01:00:00,U0058,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03895,2026-04-26 17:00:00,U0059,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03896,2026-04-24 01:00:00,U0049,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03897,2026-04-23 07:00:00,U0078,4,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03898,2026-04-15 15:00:00,U0001,0,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03899,2026-04-28 22:00:00,U0076,4,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03900,2026-04-27 18:00:00,U0008,0,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03901,2026-04-26 05:00:00,U0045,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03902,2026-04-09 16:00:00,U0051,0,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L03903,2026-04-01 00:00:00,U0082,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03904,2026-04-16 17:00:00,U0027,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03905,2026-04-13 03:00:00,U0082,4,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03906,2026-04-19 18:00:00,U0092,1,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03907,2026-04-01 13:00:00,U0086,1,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03908,2026-04-13 04:00:00,U0041,1,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03909,2026-04-27 07:00:00,U0039,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03910,2026-04-30 15:00:00,U0090,4,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03911,2026-04-07 19:00:00,U0056,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03912,2026-04-29 01:00:00,U0079,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03913,2026-04-22 01:00:00,U0004,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03914,2026-04-24 05:00:00,U0008,0,Aria,Red,Capital,Black Market,Failed,0,500,-500,8,0.0,True
L03915,2026-04-11 16:00:00,U0028,3,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03916,2026-04-12 20:00:00,U0052,2,Blacksmith,Blue,Capital,Black Market,Failed,0,100,-100,8,0.0,False
L03917,2026-04-08 06:00:00,U0094,3,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03918,2026-04-19 10:00:00,U0049,0,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03919,2026-04-01 15:00:00,U0034,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03920,2026-04-21 14:00:00,U0003,1,Aria,Red,Fishing Village,Capital,Completed,750,500,250,2,125.0,True
L03921,2026-04-19 04:00:00,U0064,3,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03922,2026-04-21 20:00:00,U0085,2,Aria,Red,Fishing Village,Capital,Failed,0,500,-500,2,0.0,True
L03923,2026-04-24 07:00:00,U0003,1,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03924,2026-04-02 04:00:00,U0016,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03925,2026-04-22 17:00:00,U0017,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03926,2026-04-05 13:00:00,U0044,2,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03927,2026-04-19 10:00:00,U0083,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03928,2026-04-11 08:00:00,U0089,4,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03929,2026-04-17 03:00:00,U0011,0,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03930,2026-04-22 18:00:00,U0074,4,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03931,2026-04-18 14:00:00,U0063,5,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03932,2026-04-27 16:00:00,U0070,3,Aria,Red,Capital,Mines,Failed,0,500,-500,4,0.0,True
L03933,2026-04-13 21:00:00,U0036,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03934,2026-04-07 03:00:00,U0023,0,Trader,Purple,Capital,Black Market,Failed,0,200,-200,8,0.0,False
L03935,2026-04-15 04:00:00,U0011,0,Aria,Red,Capital,Mines,Failed,0,500,-500,4,0.0,True
L03936,2026-04-05 07:00:00,U0014,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03937,2026-04-18 18:00:00,U0090,4,Nyx,Gold,Fishing Village,Capital,Completed,625,300,325,2,162.5,False
L03938,2026-04-08 06:00:00,U0065,5,Trader,Purple,Fishing Village,Capital,Completed,575,200,375,2,187.5,False
L03939,2026-04-27 02:00:00,U0063,5,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03940,2026-04-07 03:00:00,U0002,2,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03941,2026-04-14 23:00:00,U0069,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03942,2026-04-07 13:00:00,U0048,3,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03943,2026-04-27 22:00:00,U0015,2,Trader,Purple,Capital,Mines,Failed,0,200,-200,4,0.0,False
L03944,2026-04-03 18:00:00,U0048,3,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03945,2026-04-01 01:00:00,U0008,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03946,2026-04-04 04:00:00,U0002,2,Blacksmith,Blue,Fishing Village,Capital,Failed,0,100,-100,2,0.0,False
L03947,2026-04-28 16:00:00,U0032,0,Aria,Red,Capital,Mines,Failed,0,500,-500,4,0.0,True
L03948,2026-04-21 06:00:00,U0019,5,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03949,2026-04-04 16:00:00,U0088,5,Blacksmith,Blue,Fishing Village,Capital,Completed,525,100,425,2,212.5,False
L03950,2026-04-13 20:00:00,U0058,4,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03951,2026-04-23 01:00:00,U0058,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
L03952,2026-04-07 05:00:00,U0085,2,Nyx,Gold,Capital,Mines,Completed,1000,300,700,4,175.0,False
L03953,2026-04-24 03:00:00,U0095,3,Blacksmith,Blue,Capital,Mines,Failed,0,100,-100,4,0.0,False
L03954,2026-04-04 08:00:00,U0030,3,Trader,Purple,Capital,Black Market,Completed,1724,200,1524,8,190.5,False
L03955,2026-04-18 21:00:00,U0025,0,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03956,2026-04-27 22:00:00,U0036,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03957,2026-04-25 10:00:00,U0078,4,Blacksmith,Blue,Capital,Mines,Completed,840,100,740,4,185.0,False
L03958,2026-04-22 03:00:00,U0008,0,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03959,2026-04-29 23:00:00,U0036,5,Aria,Red,Capital,Mines,Completed,1200,500,700,4,175.0,True
L03960,2026-04-16 00:00:00,U0021,5,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03961,2026-04-10 07:00:00,U0099,1,Nyx,Gold,Capital,Black Market,Completed,1875,300,1575,8,196.875,False
L03962,2026-04-11 06:00:00,U0095,3,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03963,2026-04-29 22:00:00,U0059,0,Aria,Red,Capital,Black Market,Completed,2250,500,1750,8,218.75,True
L03964,2026-04-30 02:00:00,U0079,4,Blacksmith,Blue,Capital,Black Market,Completed,1575,100,1475,8,184.375,False
L03965,2026-04-18 06:00:00,U0074,4,Trader,Purple,Capital,Mines,Completed,919,200,719,4,179.75,False
